student_id,subject,mean_score,min_score,max_score,test_count,attendance_pct,study_hours,trend,label
1864,Physics,43.0,30,52,3,100.0,3.48,-22,1
1865,English,31.25,17,46,4,90.65,3.0,-15,1
1865,Math,41.8,32,46,5,90.65,3.0,-13,1
1865,Physics,59.5,52,69,6,90.65,3.0,6,0
1866,English,49.0,42,56,2,71.75,2.11,14,0
1866,Math,62.5,56,69,2,71.75,2.11,-13,0
1866,Physics,73.5,63,84,2,71.75,2.11,-21,0
1867,English,37.333333333333336,29,52,3,68.45,2.7,-21,1
1867,Math,85.25,75,92,4,68.45,2.7,-5,0
1867,Physics,45.5,34,53,4,68.45,2.7,11,1
1868,English,53.0,44,62,2,81.5,3.36,-18,0
1868,Math,29.0,25,35,3,81.5,3.36,-2,1
1868,Physics,69.0,68,70,2,81.5,3.36,2,0
1869,English,39.0,30,50,4,80.85,2.61,-20,1
1869,Math,54.5,37,61,6,80.85,2.61,1,0
1869,Physics,79.4,71,89,5,80.85,2.61,-15,0
1870,English,53.333333333333336,42,67,3,78.03,1.9,25,0
1870,Math,58.5,52,63,6,78.03,1.9,-11,0
1870,Physics,73.66666666666667,59,83,3,78.03,1.9,-24,0
1871,English,74.8,62,90,5,79.78,2.53,-9,0
1871,Math,52.4,45,61,5,79.78,2.53,-3,0
1871,Physics,62.6,56,73,5,79.78,2.53,8,0
1872,English,46.8,39,64,5,90.19,3.23,6,0
1872,Math,50.0,42,55,4,90.19,3.23,-5,0
1872,Physics,69.5,63,76,2,90.19,3.23,-13,0
1873,English,38.0,32,48,6,76.03,1.79,4,1
1873,Math,57.25,47,62,4,76.03,1.79,-15,0
1873,Physics,38.0,35,43,3,76.03,1.79,7,1
1874,English,80.75,77,84,4,100.0,2.05,5,0
1874,Math,65.0,55,74,5,100.0,2.05,0,0
1874,Physics,55.0,49,58,3,100.0,2.05,-9,0
1875,English,53.5,50,57,2,57.55,4.11,7,0
1875,Math,21.0,17,25,2,57.55,4.11,-8,1
1875,Physics,43.5,41,46,2,57.55,4.11,-5,0
1876,English,43.666666666666664,30,54,3,76.18,1.89,-7,1
1876,Math,26.833333333333332,18,37,6,76.18,1.89,-19,1
1876,Physics,71.4,59,84,5,76.18,1.89,21,0
1877,English,57.0,48,66,2,78.02,0.73,-18,0
1877,Math,35.25,18,44,4,78.02,0.73,-9,1
1877,Physics,51.0,41,63,4,78.02,0.73,7,0
1878,English,75.66666666666667,62,90,6,86.53,1.57,4,0
1878,Math,76.8,68,89,5,86.53,1.57,21,0
1878,Physics,61.6,55,68,5,86.53,1.57,11,0
1879,English,52.5,44,61,2,58.23,1.97,17,0
1879,Math,71.0,69,73,2,58.23,1.97,-4,0
1879,Physics,68.0,62,71,3,58.23,1.97,-9,0
1880,English,38.25,32,44,4,68.04,2.37,11,1
1880,Math,32.0,27,35,3,68.04,2.37,-8,1
1880,Physics,77.33333333333333,61,87,6,68.04,2.37,20,0
1881,English,36.333333333333336,31,44,3,78.88,4.06,-13,1
1881,Math,57.0,44,73,3,78.88,4.06,29,0
1881,Physics,54.0,43,61,4,78.88,4.06,-4,0
1882,English,61.2,53,70,5,72.85,1.06,17,0
1882,Math,49.0,46,51,4,72.85,1.06,3,0
1882,Physics,63.5,59,68,2,72.85,1.06,-9,0
1883,English,71.5,61,82,2,76.51,1.73,-21,0
1883,Math,46.333333333333336,34,58,6,76.51,1.73,-14,1
1883,Physics,76.0,66,86,2,76.51,1.73,20,0
1884,English,80.83333333333333,67,91,6,69.3,2.0,-4,0
1884,Math,75.0,71,79,3,69.3,2.0,4,0
1884,Physics,58.666666666666664,47,72,6,69.3,2.0,-1,0
1885,English,34.333333333333336,33,37,3,94.09,3.19,4,1
1885,Math,66.75,54,74,4,94.09,3.19,-13,0
1885,Physics,35.333333333333336,28,45,3,94.09,3.19,17,1
1886,English,61.8,55,68,5,69.93,1.57,1,0
1886,Math,47.6,40,57,5,69.93,1.57,-10,0
1886,Physics,75.16666666666667,60,85,6,69.93,1.57,23,0
1887,English,60.166666666666664,49,71,6,77.1,3.04,12,0
1887,Math,62.0,56,68,2,77.1,3.04,12,0
1887,Physics,58.5,55,62,2,77.1,3.04,7,0
1888,English,47.0,41,55,5,81.98,3.82,7,0
1888,Math,41.333333333333336,28,47,6,81.98,3.82,-18,1
1888,Physics,49.0,44,58,4,81.98,3.82,14,0
1889,English,65.0,59,71,2,66.71,2.15,12,0
1889,Math,56.0,55,57,2,66.71,2.15,-2,0
1889,Physics,58.5,50,67,2,66.71,2.15,-17,0
1890,English,36.5,36,37,2,85.99,1.95,-1,1
1890,Math,57.25,49,69,4,85.99,1.95,5,0
1890,Physics,48.666666666666664,40,62,6,85.99,1.95,2,0
1891,English,30.0,25,36,3,61.9,4.02,4,1
1891,Math,77.33333333333333,67,84,3,61.9,4.02,-3,0
1891,Physics,56.666666666666664,49,70,3,61.9,4.02,-21,1
1892,English,45.333333333333336,43,49,3,73.63,2.82,6,0
1892,Math,69.8,63,83,5,73.63,2.82,-17,0
1892,Physics,68.66666666666667,60,75,3,73.63,2.82,-11,0
1893,English,43.333333333333336,37,55,3,90.19,2.24,-1,0
1893,Math,25.75,18,33,4,90.19,2.24,2,1
1893,Physics,31.0,28,33,3,90.19,2.24,1,1
1894,English,64.0,60,68,2,83.14,3.39,8,0
1894,Math,56.166666666666664,42,67,6,83.14,3.39,-6,0
1894,Physics,34.4,23,47,5,83.14,3.39,5,1
1895,English,62.166666666666664,46,74,6,58.74,2.8,28,0
1895,Math,60.0,54,69,5,58.74,2.8,15,0
1895,Physics,46.25,31,55,4,58.74,2.8,23,1
1896,English,57.5,56,59,2,88.77,1.2,3,0
1896,Math,73.83333333333333,63,83,6,88.77,1.2,11,0
1896,Physics,50.833333333333336,41,62,6,88.77,1.2,-9,0
1897,English,70.66666666666667,66,78,3,81.94,1.51,2,0
1897,Math,74.16666666666667,61,83,6,81.94,1.51,14,0
1897,Physics,58.8,50,69,5,81.94,1.51,-16,0
1898,English,66.75,56,78,4,87.29,1.26,-18,0
1898,Math,76.8,61,87,5,87.29,1.26,16,0
1898,Physics,74.16666666666667,60,86,6,87.29,1.26,2,0
1899,English,64.0,57,71,2,79.16,1.76,-14,0
1899,Math,46.333333333333336,43,49,3,79.16,1.76,4,0
1899,Physics,62.75,52,69,4,79.16,1.76,5,0
1900,English,61.166666666666664,48,70,6,71.03,2.32,-22,0
1900,Math,30.0,20,41,5,71.03,2.32,-21,1
1900,Physics,67.0,54,77,6,71.03,2.32,-15,0
1901,English,62.666666666666664,58,71,6,63.11,3.34,3,0
1901,Math,39.5,35,43,4,63.11,3.34,2,1
1901,Physics,76.0,63,90,6,63.11,3.34,27,0
1902,English,46.5,40,53,2,72.93,1.78,-13,0
1902,Math,56.833333333333336,43,65,6,72.93,1.78,16,0
1902,Physics,31.0,26,36,2,72.93,1.78,10,1
1903,English,44.6,33,54,5,82.43,3.14,-10,1
1903,Math,59.333333333333336,50,75,3,82.43,3.14,-25,0
1903,Physics,67.5,67,68,2,82.43,3.14,-1,0
1904,English,40.0,35,53,4,76.81,3.0,-1,0
1904,Math,44.166666666666664,32,57,6,76.81,3.0,-8,1
1904,Physics,70.4,62,87,5,76.81,3.0,1,0
1905,English,46.0,39,50,3,83.63,1.47,1,0
1905,Math,60.0,49,69,3,83.63,1.47,13,0
1905,Physics,58.666666666666664,49,64,3,83.63,1.47,-15,0
1906,English,76.33333333333333,69,83,3,80.04,1.89,8,0
1906,Math,71.8,64,83,5,80.04,1.89,5,0
1906,Physics,49.25,44,60,4,80.04,1.89,-5,0
1907,English,47.0,40,54,2,91.49,2.71,14,0
1907,Math,55.4,47,62,5,91.49,2.71,1,0
1907,Physics,72.25,57,80,4,91.49,2.71,-6,0
1908,English,27.75,22,39,4,79.25,3.12,14,1
1908,Math,52.666666666666664,46,62,3,79.25,3.12,12,0
1908,Physics,39.0,30,48,2,79.25,3.12,-18,1
1909,English,75.25,62,85,4,73.79,2.71,12,0
1909,Math,61.0,55,64,3,73.79,2.71,-9,0
1909,Physics,60.5,59,61,4,73.79,2.71,0,0
1910,English,55.333333333333336,44,62,3,75.43,2.13,-18,0
1910,Math,35.25,33,38,4,75.43,2.13,2,1
1910,Physics,46.4,32,56,5,75.43,2.13,-11,1
1911,English,39.2,30,47,5,56.92,3.12,-14,1
1911,Math,28.666666666666668,17,36,6,56.92,3.12,8,1
1911,Physics,77.33333333333333,70,81,3,56.92,3.12,0,0
1912,English,69.5,65,74,2,63.12,3.65,-9,0
1912,Math,86.0,72,93,5,63.12,3.65,-16,1
1912,Physics,29.6,17,38,5,63.12,3.65,21,1
1913,English,44.5,34,51,6,66.19,0.71,2,1
1913,Math,52.5,50,55,2,66.19,0.71,-5,0
1913,Physics,43.25,34,52,4,66.19,0.71,12,1
1914,English,69.33333333333333,57,79,3,55.9,1.71,-22,1
1914,Math,62.333333333333336,58,70,3,55.9,1.71,1,0
1914,Physics,52.5,49,56,2,55.9,1.71,-7,0
1915,English,56.333333333333336,47,73,6,70.43,1.2,-17,0
1915,Math,71.5,71,72,2,70.43,1.2,-1,0
1915,Physics,51.5,45,60,4,70.43,1.2,8,0
1916,English,57.0,50,67,3,71.63,2.38,17,0
1916,Math,46.25,32,60,4,71.63,2.38,26,1
1916,Physics,80.33333333333333,70,88,3,71.63,2.38,5,0
1917,English,63.5,51,77,4,59.39,1.84,19,0
1917,Math,69.66666666666667,67,74,3,59.39,1.84,-1,0
1917,Physics,84.5,82,87,2,59.39,1.84,5,0
1918,English,47.666666666666664,38,59,6,78.24,2.2,0,0
1918,Math,40.0,28,52,2,78.24,2.2,24,1
1918,Physics,51.2,33,59,5,78.24,2.2,-25,1
1919,English,77.25,68,83,4,76.37,3.14,-8,0
1919,Math,64.0,54,70,5,76.37,3.14,-13,0
1919,Physics,34.2,20,48,5,76.37,3.14,-23,1
1920,English,56.333333333333336,48,65,6,82.14,3.4,4,0
1920,Math,67.25,63,69,4,82.14,3.4,-5,0
1920,Physics,48.166666666666664,35,63,6,82.14,3.4,-8,0
1921,English,57.5,50,64,6,76.55,3.27,7,0
1921,Math,79.5,77,82,2,76.55,3.27,-5,0
1921,Physics,27.6,17,36,5,76.55,3.27,4,1
1922,English,70.8,62,79,5,92.22,2.23,6,0
1922,Math,31.666666666666668,17,44,6,92.22,2.23,7,1
1922,Physics,28.6,21,36,5,92.22,2.23,-5,1
1923,English,66.0,48,73,4,75.04,3.17,25,0
1923,Math,31.5,21,47,4,75.04,3.17,13,1
1923,Physics,40.5,28,50,6,75.04,3.17,21,1
1924,English,37.0,27,47,2,77.29,2.28,20,1
1924,Math,35.333333333333336,28,43,3,77.29,2.28,-8,1
1924,Physics,46.25,36,62,4,77.29,2.28,-3,0
1925,English,37.166666666666664,27,54,6,79.09,0.59,11,1
1925,Math,70.66666666666667,61,89,6,79.09,0.59,28,0
1925,Physics,28.666666666666668,16,41,6,79.09,0.59,11,1
1926,English,68.33333333333333,60,78,3,67.2,3.32,-7,0
1926,Math,66.0,53,79,4,67.2,3.32,2,0
1926,Physics,62.5,56,69,2,67.2,3.32,13,0
1927,English,45.5,34,53,4,68.55,3.83,-6,1
1927,Math,71.0,63,77,3,68.55,3.83,14,0
1927,Physics,80.0,75,83,4,68.55,3.83,8,0
1928,English,38.666666666666664,29,44,3,76.51,3.9,14,1
1928,Math,43.0,36,54,3,76.51,3.9,-18,0
1928,Physics,61.75,59,64,4,76.51,3.9,1,0
1929,English,41.0,35,49,4,73.48,2.7,-4,0
1929,Math,30.2,22,36,5,73.48,2.7,-11,1
1929,Physics,69.0,62,74,4,73.48,2.7,12,0
1930,English,78.25,74,81,4,98.12,2.43,7,0
1930,Math,37.5,37,38,2,98.12,2.43,1,1
1930,Physics,61.25,48,69,4,98.12,2.43,-6,0
1931,English,60.0,53,65,3,85.24,3.47,-3,0
1931,Math,40.5,28,46,4,85.24,3.47,-14,1
1931,Physics,57.6,47,71,5,85.24,3.47,-15,0
1932,English,48.25,46,53,4,64.09,3.96,0,0
1932,Math,64.25,58,73,4,64.09,3.96,-6,0
1932,Physics,42.0,34,50,5,64.09,3.96,-14,1
1933,English,52.666666666666664,38,61,3,72.58,1.09,23,0
1933,Math,64.0,56,76,3,72.58,1.09,-4,0
1933,Physics,50.5,44,57,2,72.58,1.09,-13,0
1934,English,44.0,43,45,2,64.33,3.35,2,0
1934,Math,56.0,54,59,3,64.33,3.35,-4,0
1934,Physics,71.66666666666667,62,85,6,64.33,3.35,8,0
1935,English,64.0,50,72,5,62.58,3.77,1,0
1935,Math,68.33333333333333,54,80,6,62.58,3.77,5,0
1935,Physics,70.75,65,79,4,62.58,3.77,-7,0
1936,English,44.333333333333336,26,53,6,78.42,3.2,-1,1
1936,Math,25.5,22,29,2,78.42,3.2,-7,1
1936,Physics,62.0,50,76,3,78.42,3.2,-10,0
1937,English,80.2,66,89,5,75.26,2.07,-13,0
1937,Math,37.5,37,38,2,75.26,2.07,-1,1
1937,Physics,57.0,50,62,3,75.26,2.07,-9,0
1938,English,41.666666666666664,35,46,3,82.6,4.67,11,0
1938,Math,67.0,67,67,2,82.6,4.67,0,0
1938,Physics,61.5,58,65,2,82.6,4.67,-7,0
1939,English,46.666666666666664,45,48,3,80.02,2.53,-2,0
1939,Math,65.6,60,72,5,80.02,2.53,7,0
1939,Physics,69.5,53,81,6,80.02,2.53,-5,0
1940,English,72.0,69,75,2,51.72,3.27,6,0
1940,Math,67.2,58,74,5,51.72,3.27,10,0
1940,Physics,58.333333333333336,43,66,3,51.72,3.27,0,0
1941,English,26.8,20,34,5,96.83,4.14,1,1
1941,Math,51.0,44,64,4,96.83,4.14,-4,0
1941,Physics,35.666666666666664,25,45,3,96.83,4.14,12,1
1942,English,60.0,53,67,2,83.89,3.75,14,0
1942,Math,38.0,29,48,5,83.89,3.75,19,1
1942,Physics,69.5,64,75,2,83.89,3.75,-11,0
1943,English,30.833333333333332,23,37,6,57.27,1.81,5,1
1943,Math,42.4,32,57,5,57.27,1.81,25,1
1943,Physics,43.5,41,46,2,57.27,1.81,-5,0
1944,English,79.83333333333333,64,90,6,65.92,2.85,20,0
1944,Math,61.333333333333336,46,73,6,65.92,2.85,-12,0
1944,Physics,41.166666666666664,29,55,6,65.92,2.85,-16,1
1945,English,30.833333333333332,20,40,6,72.76,0.79,-15,1
1945,Math,26.75,17,38,4,72.76,0.79,13,1
1945,Physics,66.33333333333333,57,72,3,72.76,0.79,13,0
1946,English,78.5,64,89,6,75.31,2.48,9,0
1946,Math,45.333333333333336,37,50,6,75.31,2.48,-12,0
1946,Physics,59.6,57,63,5,75.31,2.48,0,0
1947,English,61.8,51,70,5,80.16,4.03,1,0
1947,Math,69.25,67,72,4,80.16,4.03,4,0
1947,Physics,35.6,28,44,5,80.16,4.03,8,1
1948,English,41.166666666666664,30,51,6,63.81,3.96,-12,1
1948,Math,80.66666666666667,68,91,3,63.81,3.96,-23,1
1948,Physics,55.8,42,70,5,63.81,3.96,25,0
1949,English,38.0,27,49,6,69.58,2.6,-9,1
1949,Math,63.75,59,69,4,69.58,2.6,10,0
1949,Physics,40.5,37,44,2,69.58,2.6,-7,0
1950,English,64.5,60,69,2,65.49,3.23,-9,0
1950,Math,53.8,42,68,5,65.49,3.23,6,0
1950,Physics,46.666666666666664,41,50,6,65.49,3.23,-2,0
1951,English,57.0,54,60,2,81.31,4.17,-6,0
1951,Math,43.25,31,59,4,81.31,4.17,28,1
1951,Physics,33.0,29,36,3,81.31,4.17,-7,1
1952,English,45.166666666666664,35,58,6,78.0,2.82,-17,0
1952,Math,69.66666666666667,60,77,6,78.0,2.82,-11,0
1952,Physics,60.666666666666664,48,71,3,78.0,2.82,-8,0
1953,English,59.5,51,71,4,71.65,2.94,10,0
1953,Math,59.75,55,67,4,71.65,2.94,11,0
1953,Physics,36.5,29,51,6,71.65,2.94,-8,1
1954,English,44.5,35,54,6,83.2,1.38,-11,0
1954,Math,69.66666666666667,55,77,3,83.2,1.38,-22,0
1954,Physics,70.5,61,80,2,83.2,1.38,-19,0
1955,English,26.6,19,34,5,70.45,4.3,-3,1
1955,Math,35.666666666666664,21,44,6,70.45,4.3,19,1
1955,Physics,33.25,25,48,4,70.45,4.3,18,1
1956,English,63.25,56,75,4,77.55,2.36,-13,0
1956,Math,52.0,41,69,3,77.55,2.36,-5,0
1956,Physics,65.6,60,73,5,77.55,2.36,10,0
1957,English,55.5,41,65,6,69.46,2.81,22,0
1957,Math,60.5,54,67,2,69.46,2.81,13,0
1957,Physics,54.0,41,65,4,69.46,2.81,-10,0
1958,English,55.6,48,61,5,73.62,3.1,12,0
1958,Math,61.333333333333336,54,71,3,73.62,3.1,17,0
1958,Physics,68.33333333333333,62,76,3,73.62,3.1,-9,0
1959,English,70.2,53,80,5,77.14,3.68,-26,0
1959,Math,55.666666666666664,44,62,6,77.14,3.68,18,0
1959,Physics,75.0,66,86,5,77.14,3.68,13,0
1960,English,64.0,62,66,2,82.88,2.65,4,0
1960,Math,69.0,65,74,5,82.88,2.65,2,0
1960,Physics,22.5,20,25,2,82.88,2.65,5,1
1961,English,75.66666666666667,66,81,3,79.3,0.5,1,0
1961,Math,51.75,41,65,4,79.3,0.5,-3,0
1961,Physics,62.5,62,63,2,79.3,0.5,1,0
1962,English,46.2,39,65,5,70.41,2.24,-26,0
1962,Math,42.2,38,49,5,70.41,2.24,-8,0
1962,Physics,48.25,34,58,4,70.41,2.24,-24,1
1963,English,54.666666666666664,44,61,3,73.62,1.81,15,0
1963,Math,42.666666666666664,37,53,6,73.62,1.81,-3,0
1963,Physics,41.5,34,49,2,73.62,1.81,-15,1
1964,English,83.5,71,89,6,88.7,2.05,2,0
1964,Math,43.333333333333336,31,53,3,88.7,2.05,-15,1
1964,Physics,47.5,42,52,4,88.7,2.05,-10,0
1965,English,32.5,21,42,6,78.74,3.06,-10,1
1965,Math,64.5,56,79,4,78.74,3.06,-9,0
1965,Physics,65.83333333333333,54,76,6,78.74,3.06,12,0
1966,English,47.0,46,48,2,95.77,1.68,-2,0
1966,Math,27.333333333333332,21,38,3,95.77,1.68,2,1
1966,Physics,57.8,49,64,5,95.77,1.68,14,0
1967,English,43.666666666666664,36,57,3,76.55,2.22,2,0
1967,Math,81.33333333333333,70,88,3,76.55,2.22,18,0
1967,Physics,56.666666666666664,48,70,3,76.55,2.22,-22,0
1968,English,77.0,63,90,5,61.98,1.34,12,0
1968,Math,41.0,34,45,3,61.98,1.34,11,1
1968,Physics,57.0,44,66,4,61.98,1.34,-22,1
1969,English,77.5,74,81,2,82.03,1.76,7,0
1969,Math,63.0,53,72,4,82.03,1.76,-9,0
1969,Physics,49.0,40,57,4,82.03,1.76,-13,0
1970,English,33.2,23,44,5,75.69,2.71,7,1
1970,Math,37.833333333333336,27,48,6,75.69,2.71,-7,1
1970,Physics,32.4,20,45,5,75.69,2.71,8,1
1971,English,51.666666666666664,42,70,6,63.04,2.63,-8,0
1971,Math,58.8,47,67,5,63.04,2.63,10,0
1971,Physics,69.25,59,76,4,63.04,2.63,-10,0
1972,English,49.8,38,60,5,55.36,1.26,-19,1
1972,Math,51.666666666666664,45,64,3,55.36,1.26,1,0
1972,Physics,36.0,24,41,5,55.36,1.26,-15,1
1973,English,75.83333333333333,63,86,6,60.22,1.99,7,0
1973,Math,36.0,29,43,2,60.22,1.99,-14,1
1973,Physics,41.5,33,52,4,60.22,1.99,-18,1
1974,English,61.333333333333336,54,72,3,83.78,1.27,4,0
1974,Math,43.0,37,48,3,83.78,1.27,-7,0
1974,Physics,58.5,54,63,2,83.78,1.27,9,0
1975,English,55.833333333333336,45,65,6,84.09,2.96,-5,0
1975,Math,39.0,28,50,2,84.09,2.96,22,1
1975,Physics,64.33333333333333,56,78,6,84.09,2.96,2,0
1976,English,49.8,41,58,5,68.84,3.79,17,0
1976,Math,35.6,32,40,5,68.84,3.79,4,1
1976,Physics,45.0,38,58,5,68.84,3.79,-2,0
1977,English,68.16666666666667,55,77,6,77.27,1.71,12,0
1977,Math,58.0,47,68,4,77.27,1.71,3,0
1977,Physics,56.2,49,62,5,77.27,1.71,3,0
1978,English,48.5,41,52,4,91.27,2.52,1,0
1978,Math,68.83333333333333,58,78,6,91.27,2.52,4,0
1978,Physics,32.0,24,46,4,91.27,2.52,-2,1
1979,English,50.75,40,61,4,76.1,4.88,3,0
1979,Math,72.75,64,88,4,76.1,4.88,-2,0
1979,Physics,48.166666666666664,40,57,6,76.1,4.88,0,0
1980,English,51.25,38,66,4,90.77,1.99,-22,0
1980,Math,74.5,71,78,2,90.77,1.99,-7,0
1980,Physics,54.0,44,58,4,90.77,1.99,-13,0
1981,English,68.16666666666667,60,73,6,84.9,2.61,1,0
1981,Math,61.166666666666664,47,69,6,84.9,2.61,-10,0
1981,Physics,64.5,64,65,2,84.9,2.61,1,0
1982,English,61.5,59,64,2,88.42,2.17,-5,0
1982,Math,54.0,50,64,4,88.42,2.17,-1,0
1982,Physics,35.5,31,42,4,88.42,2.17,-3,1
1983,English,51.8,42,58,5,77.71,3.45,7,0
1983,Math,84.0,81,87,2,77.71,3.45,6,0
1983,Physics,68.5,67,70,2,77.71,3.45,-3,0
1984,English,65.2,56,80,5,67.0,2.83,0,0
1984,Math,67.0,63,71,2,67.0,2.83,8,0
1984,Physics,36.5,26,47,2,67.0,2.83,21,1
1985,English,39.0,24,50,5,78.2,1.43,15,1
1985,Math,39.666666666666664,38,41,3,78.2,1.43,-1,1
1985,Physics,64.33333333333333,57,78,3,78.2,1.43,20,0
1986,English,47.0,42,55,3,62.14,1.14,-2,0
1986,Math,65.2,55,77,5,62.14,1.14,13,0
1986,Physics,60.8,55,71,5,62.14,1.14,9,0
1987,English,62.333333333333336,51,70,6,84.72,1.71,-6,0
1987,Math,68.5,61,83,6,84.72,1.71,6,0
1987,Physics,77.0,61,89,5,84.72,1.71,10,0
1988,English,33.0,19,43,5,73.51,3.09,-10,1
1988,Math,22.8,19,27,5,73.51,3.09,4,1
1988,Physics,48.8,39,60,5,73.51,3.09,11,0
1989,English,78.5,73,84,2,71.2,3.58,-11,0
1989,Math,26.333333333333332,17,33,3,71.2,3.58,4,1
1989,Physics,40.0,32,48,2,71.2,3.58,16,1
1990,English,46.75,43,54,4,71.37,2.57,2,0
1990,Math,29.0,22,36,2,71.37,2.57,-14,1
1990,Physics,73.0,68,78,2,71.37,2.57,10,0
1991,English,45.333333333333336,38,53,3,82.71,3.17,-8,0
1991,Math,42.0,41,43,2,82.71,3.17,-2,0
1991,Physics,51.0,51,51,2,82.71,3.17,0,0
1992,English,54.5,52,57,2,78.16,0.5,-5,0
1992,Math,29.25,23,36,4,78.16,0.5,-4,1
1992,Physics,48.0,39,54,5,78.16,0.5,-15,0
1993,English,41.0,31,50,3,78.96,3.12,-8,1
1993,Math,42.0,39,45,2,78.96,3.12,6,0
1993,Physics,28.5,23,33,4,78.96,3.12,-10,1
1994,English,67.2,57,78,5,70.81,3.89,-12,0
1994,Math,70.0,58,84,3,70.81,3.89,26,0
1994,Physics,54.0,44,67,5,70.81,3.89,23,0
1995,English,77.8,65,88,5,72.41,4.06,-11,0
1995,Math,31.666666666666668,21,46,3,72.41,4.06,-7,1
1995,Physics,75.66666666666667,63,91,6,72.41,4.06,3,0
1996,English,64.6,54,70,5,86.71,3.28,2,0
1996,Math,78.0,72,86,3,86.71,3.28,14,0
1996,Physics,40.75,36,45,4,86.71,3.28,-8,0
1997,English,66.25,59,74,4,88.95,3.63,9,0
1997,Math,51.0,37,63,6,88.95,3.63,10,0
1997,Physics,54.166666666666664,50,65,6,88.95,3.63,-1,0
1998,English,31.0,30,32,2,80.63,2.02,2,1
1998,Math,39.5,30,48,6,80.63,2.02,3,1
1998,Physics,72.33333333333333,61,79,6,80.63,2.02,-18,0
1999,English,79.5,69,90,6,87.11,3.08,-4,0
1999,Math,48.0,44,52,2,87.11,3.08,8,0
1999,Physics,38.5,27,45,6,87.11,3.08,-12,1
2000,English,39.2,33,57,5,83.89,3.69,-22,1
2000,Math,40.6,31,54,5,83.89,3.69,-20,1
2000,Physics,33.25,26,44,4,83.89,3.69,11,1
2001,English,43.333333333333336,38,50,3,62.32,3.53,4,0
2001,Math,56.833333333333336,47,70,6,62.32,3.53,1,0
2001,Physics,35.666666666666664,28,51,3,62.32,3.53,0,1
2002,English,37.8,29,43,5,72.36,2.6,-6,1
2002,Math,38.25,31,45,4,72.36,2.6,14,1
2002,Physics,67.33333333333333,63,75,3,72.36,2.6,-12,0
2003,English,74.0,73,75,2,67.98,0.5,-2,0
2003,Math,56.75,44,63,4,67.98,0.5,13,0
2003,Physics,68.5,68,69,2,67.98,0.5,1,0
2004,English,54.5,42,67,6,74.16,1.85,-20,0
2004,Math,70.33333333333333,69,71,3,74.16,1.85,-2,0
2004,Physics,32.0,24,40,2,74.16,1.85,16,1
2005,English,35.5,28,51,4,86.71,2.64,1,1
2005,Math,43.75,36,51,4,86.71,2.64,-6,0
2005,Physics,36.666666666666664,26,44,3,86.71,2.64,18,1
2006,English,74.0,69,83,3,82.83,1.9,-14,0
2006,Math,45.4,34,58,5,82.83,1.9,20,1
2006,Physics,67.0,61,73,3,82.83,1.9,-6,0
2007,English,63.5,60,67,2,67.24,3.88,-7,0
2007,Math,60.75,49,70,4,67.24,3.88,2,0
2007,Physics,44.25,35,58,4,67.24,3.88,-18,0
2008,English,69.16666666666667,54,80,6,73.53,1.64,-3,0
2008,Math,61.333333333333336,51,77,3,73.53,1.64,-21,0
2008,Physics,44.5,38,51,2,73.53,1.64,-13,0
2009,English,26.5,19,34,2,96.52,3.39,-15,1
2009,Math,43.25,38,52,4,96.52,3.39,-11,0
2009,Physics,35.75,25,46,4,96.52,3.39,20,1
2010,English,75.16666666666667,61,87,6,74.7,3.76,0,0
2010,Math,49.0,37,61,4,74.7,3.76,-24,0
2010,Physics,68.25,60,78,4,74.7,3.76,14,0
2011,English,47.2,36,58,5,70.79,0.5,7,0
2011,Math,43.0,33,53,5,70.79,0.5,14,1
2011,Physics,71.5,64,79,2,70.79,0.5,-15,0
2012,English,26.0,24,28,2,80.75,2.99,4,1
2012,Math,68.33333333333333,67,70,3,80.75,2.99,2,0
2012,Physics,86.5,82,91,2,80.75,2.99,-9,0
2013,English,73.33333333333333,64,87,3,61.53,2.87,-5,0
2013,Math,73.2,69,78,5,61.53,2.87,9,0
2013,Physics,62.0,53,79,3,61.53,2.87,26,0
2014,English,37.25,27,52,4,90.33,1.14,2,1
2014,Math,73.5,62,85,2,90.33,1.14,-23,0
2014,Physics,68.25,59,81,4,90.33,1.14,21,0
2015,English,34.166666666666664,22,44,6,88.58,1.42,12,1
2015,Math,57.666666666666664,51,69,3,88.58,1.42,-2,0
2015,Physics,77.33333333333333,68,83,3,88.58,1.42,2,0
2016,English,62.0,60,64,2,69.85,2.3,-4,0
2016,Math,69.33333333333333,59,78,6,69.85,2.3,19,0
2016,Physics,55.333333333333336,52,62,3,69.85,2.3,-10,0
2017,English,49.2,39,53,5,47.47,3.45,3,0
2017,Math,66.33333333333333,54,79,6,47.47,3.45,0,0
2017,Physics,43.333333333333336,31,52,3,47.47,3.45,5,1
2018,English,64.16666666666667,56,71,6,72.4,0.82,8,0
2018,Math,73.0,67,77,3,72.4,0.82,10,0
2018,Physics,60.0,44,70,3,72.4,0.82,-4,0
2019,English,28.5,22,34,4,69.78,1.82,-12,1
2019,Math,56.6,48,70,5,69.78,1.82,1,0
2019,Physics,44.2,28,53,5,69.78,1.82,-8,1
2020,English,42.4,33,52,5,75.63,3.73,-9,1
2020,Math,71.5,63,84,4,75.63,3.73,-3,0
2020,Physics,31.333333333333332,16,39,6,75.63,3.73,-1,1
2021,English,34.0,22,49,5,77.16,0.5,-3,1
2021,Math,77.66666666666667,64,89,6,77.16,0.5,3,0
